kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
想,"concept, think, idea, thought","ソウ, ソ; おも.う","仮想 (かそう·0) = imagination, supposition, virtual, potential (enemy); 回想 (かいそう·0) = reflection, reminiscence; 感想 (かんそう·0) = impressions, thoughts; 奇想天外 (きそうてんがい·2,0) = fantastic idea, bizarre; 空想 (くうそう·0) = daydream, fantasy, fancy, vision",それの感想は？,,其れ の 感想 は,心 木 目,"相,霜,植"
層,"stratum, social class, layer, story, floor",ソウ,"一層 (いっそ·(名)1,(副)0) = much more, still more, all the more, (would) rather, sooner, might as well; 下層 (かそう·0) = lower strata (classes); 階層 (かいそう·0) = class, level, stratum, layer, hierarchy; 高層 (こうそう·0) = upper; 上層 (じょうそう·0) = upper stratum (classes, stories, storeys)",彼は事態を一層悪くした。,,彼(かれ) は 事態 を 一層 悪い(わるい) 為る(する),田 日 并 尸,"憎,届,増"
双,"pair, set, comparison, counter for pairs","ソウ; ふた, たぐい, ならぶ, ふたつ","双紙 (そうし·1) = copy-book, storybook, notebook; 双刃 (りょうば·0) = double-edged, double-edged blade; 双 (ふた·1) = pair, set; 双眼鏡 (そうがんきょう·0) = binoculars, field glasses",彼女は双子です。,,彼女 は 双子 です,又 丶,"皮,殺,殴"
組,"association, braid, plait, construct, assemble, unite, cooperate, grapple","ソ; く.む, くみ, -ぐみ","改組 (かいそ·1) = reorganization, reorganisation; 共同組合 (きょうどうくみあい·5) = cooperative, partnership; 協同組合 (きょうどうくみあい·5) = cooperative, partnership; 五人組 (ごにんぐみ·0) = five-family unit, five-man group; 骨組み (ほねぐみ·0,4) = skeleton, framework",この番組見る？,,此の 番組 見る,一 糸 幺 小 目,"糸,且,給"
祖,"ancestor, pioneer, founder",ソ,"開祖 (かいそ·1) = (sect) founder, apostle, originator, inventor; 教祖 (きょうそ·1) = founder of a religious sect; 元祖 (がんそ·1) = originator, founder, pioneer, inventor; 始祖 (しそ·1) = founder, originator, pioneer; 宗祖 (しゅうそ·1) = sect founder",彼は祖父似だ。,,彼(かれ) は 祖父 似 だ,一 目 礼,"且,阻,粗"
全,"whole, entire, all, complete, fulfill","ゼン; まった.く, すべ.て","安全 (あんぜん·0) = safety, security; 安全地帯 (あんぜんちたい·5,6) = safety zone; 安全保障 (あんぜんほしょう·5) = security eg (guarantee of) military security, network security, etc.; 完全 (かんぜん·0) = perfection, completeness; 健全 (けんぜん·0) = health, soundness, wholesome",全速前進。,,全速 前進,王 ハ 个,"金,介,八"
然,"sort of thing, so, if so, in that case, well","ゼン, ネン; しか, しか.り, しか.し, さ","依然 (いぜん·0) = still, as yet; 敢然 (かんぜん·0) = boldly; 偶然 (ぐうぜん·0) = (by) chance, unexpectedly, suddenly, accident, fortuity; 決然 (けつぜん·0) = decisive, resolute, determined",偶然だね！,,偶然 だ ね(#2029080),犬 夕 杰,"燃,馬,多"
善,"virtuous, good, goodness","ゼン; よ.い, い.い, よ.く, よし.とする","改善 (かいぜん·0) = betterment, improvement, incremental and continuous improvement; 勧善懲悪 (かんぜんちょうあく·5,0) = rewarding good and punishing evil, novel or drama with a rewarding-good-and-punishing-evil theme, moral purpose, morality play; 偽善 (ぎぜん·0) = hypocrisy; 最善 (さいぜん·0) = the very best; 慈善 (じぜん·0) = charity, philanthropy",慈善を行う。,,慈善 を 行う,王 口 并 羊,"群,繕,豆"
選,"elect, select, choose, prefer",セン; えら.ぶ,"改選 (かいせん·0) = re-election; 厳選 (げんせん·0) = careful selection; 互選 (ごせん·0) = mutual election, co-opting; 公選 (こうせん·0) = public election; 再選 (さいせん·0) = re-election",これを選びます。,,此れ を 選ぶ,｜ 込 二 ハ 已,"巽,共,巳"
船,"ship, boat","セン; ふね, ふな-","艦船 (かんせん·0,1) = (ocean) vessels, warship; 汽船 (きせん·0) = steamship; 客船 (きゃくせん·0) = passenger boat; 漁船 (ぎょせん·0) = fishing boat; 黒船 (くろふね·0) = black ships",乗船する。,,乗船 為る(する),口 舟 ハ,"呉,只,舌"
線,"line, track",セン; すじ,"一線 (いっせん·0) = line; 一直線 (いっちょくせん·3,4) = straight line; 沿線 (えんせん·0) = along railway line; 横線 (よこせん·0) = horizontal line, abscissa; 架線 (かせん·0) = aerial wiring",下線部を訳せ。,,下線部 を 訳す,糸 幺 小 水 白,"綿,糸,泉"
浅,"shallow, superficial, frivolous, wretched, shameful",セン; あさ.い,"遠浅 (とおあさ·0) = shoal, wide shallow beach; 浅い (あさい·0,2) = shallow, superficial; 浅黒い (あさぐろい·4) = darkish, swarthy; 浅瀬 (あさせ·0) = shoal, shallows, sand bar, ford",眠りが浅いんだ。,,眠り が 浅い のだ,汁 戈 二,"銭,残,桟"
泉,"spring, fountain",セン; いずみ,"温泉 (おんせん·0) = spa, hot spring, onsen; 源泉 (げんせん·0) = source; 泉 (いずみ·0) = spring, fountain; 泉水 (せんすい·0) = fountain, miniature lake; 霊泉 (れいせん·0) = miraculous spring or fountain",この温泉は穴場だね。,,此の 温泉 は 穴場 だ ね(#2029080),水 白,"線,迫,舶"
戦,"war, battle, match","セン; いくさ, たたか.う, おのの.く, そよぐ, わなな.く","悪戦苦闘 (あくせんくとう·0) = hard fighting, hard struggle, fighting against heavy odds; 一戦 (いっせん·0) = battle, game, bout; 応戦 (おうせん·0) = accepting a challenge, returning fire; 開戦 (かいせん·0) = outbreak of war, starting a war; 観戦 (かんせん·0) = watching a (sports) game",戦いに勝つ。,,戦い に 勝つ,十 尚 田 戈,"単,卑,禅"
専,"specialty, exclusive, mainly, solely",セン; もっぱ.ら,"高専 (こうせん·0) = (prewar) college; 住専 (じゅうせん·0) = housing-loan corporation; 専ら (もっぱら·0,1) = wholly, solely, entirely; 専横 (せんおう·0) = arbitrariness, despotism, tyranny; 専科 (せんか·1) = specialized course, specialised course",専攻は何ですか。,,専攻 は 何(なに) ですか,十 寸 田,"博,卑,薄"
占,"fortune-telling, divining, forecasting, occupy, hold, have, get, take","セン; し.める, うらな.う","寡占 (かせん·0) = oligopoly; 星占い (ほしうらない·3,4) = astrology, horoscope; 占う (うらなう·3) = to forecast, to predict; 占拠 (せんきょ·1) = occupation; 占星術 (せんせいじゅつ·3) = astrology",漁夫の利を占める。,,漁夫 の 利 を 占める,口 卜,"粘,点,店"
絶,"discontinue, beyond, sever, cut off, abstain, interrupt, suppress","ゼツ; た.える, た.やす, た.つ","隔絶 (かくぜつ·0) = isolation, separation; 気絶 (きぜつ·0) = faint, swoon; 拒絶 (きょぜつ·0) = refusal, rejection; 拒絶反応 (きょぜつはんのう·4) = rejection; 根絶 (こんぜつ·0) = eradication, extermination",絶対だよ！,,絶対 だ よ,糸 幺 小 色,"糸,緋,維"
雪,snow,セツ; ゆき,"降雪 (こうせつ·0) = snowfall, snow; 豪雪 (ごうせつ·0) = tremendous snowfall; 細雪 (ささめゆき·3) = light snow fall, small snow flakes; 初雪 (はつゆき·0) = first snow (of season); 除雪 (じょせつ·0) = snow removal",雪は消えた。,,雪 は 消える,ヨ 雨,"霞,需,雷"
節,"node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody","セツ, セチ; ふし, -ぶし, のっと","音節 (おんせつ·0) = syllable; 関節 (かんせつ·0) = joints (knee joint, elbow joint, etc); 関節炎 (かんせつえん·4,0) = arthritis; 季節 (きせつ·2,1) = season; 季節風 (きせつふう·0) = seasonal winds",猫にかつお節。,,猫(ねこ) に 鰹節,艮 竹 卩 乞,"即,良,範"
設,"establishment, provision, prepare",セツ; もう.ける,"移設 (いせつ·0) = moving establishment; 架設 (かせつ·0) = construction, building; 開設 (かいせつ·0) = establishment, opening; 既設 (きせつ·0) = established, existing; 建設 (けんせつ·0) = construction, establishment",建設的な提案だよ。,,建設的 提案 だ よ,言 殳 几 又,"鍛,般,疫"
折,"fold, break, fracture, bend, yield, submit","セツ; お.る, おり, お.り, -お.り, お.れる","右折 (うせつ·0) = turning to the right, right turn; 曲折 (きょくせつ·0) = windings, meanderings, complications; 屈折 (くっせつ·0) = bending, indentation, refraction; 骨折 (こっせつ·0) = bone fracture; 左折 (させつ·0) = turning to the left, left turn",二つ折り厳禁。,,二つ折り 厳禁,斤 扎,"逝,誓,哲"
接,"touch, contact, adjoin, piece together","セツ, ショウ; つ.ぐ","応接 (おうせつ·0) = reception; 間接 (かんせつ·0) = indirection, indirectness; 間接税 (かんせつぜい·4) = indirect tax; 間接的 (かんせつてき·0) = indirect; 近接 (きんせつ·0) = neighboring, neighbouring, adjacent, adjoin",接戦でしたね。,,接戦 です ね(#2029080),女 立 扎,"摘,嫡,辛"
責,"blame, condemn, censure",セキ; せ.める,"引責 (いんせき·0) = taking responsibility; 自責 (じせき·0) = self-condemnation; 重責 (じゅうせき·0) = heavy responsibility; 責め (せめ·2) = persecution, blame, responsibility",私の責任です。,,私(わたし) 責任 です,貝 目 ハ 土 亠 二,"積,漬,債"
績,"exploits, unreeling cocoons",セキ,"業績 (ぎょうせき·0) = achievement, performance, results, work, contribution; 功績 (こうせき·0) = achievements, merit, meritorious service, meritorious deed; 実績 (じっせき·0) = achievements, actual results; 成績 (せいせき·0) = results, record, grades; 紡績 (ぼうせき·0) = spinning",それはたいした功績だ。,,其れ は 大した 功績 だ,貝 目 ハ 糸 幺 小 土 亠 二,"責,素,積"
積,"volume, product (x*y), acreage, contents, pile up, stack, load, amass","セキ; つ.む, -づ.み, つ.もる, つ.もり","下積み (したづみ·0) = lowest social strata, goods piled beneath; 見積もる (みつもる·0,3) = to estimate; 集積 (しゅうせき·0) = accumulation; 上積み (うわづみ·0) = deck cargo, upper layer of goods; 積 (せき·1) = product",子供は積み木で遊ぶ。,,子供 は 積み木 で(#2028980) 遊ぶ(あそぶ),禾 貝 目 ハ 土 亠 二,"責,漬,債"
石,stone,"セキ, シャク, コク; いし","一石 (いっせき·4,0) = one game (of go); 一石二鳥 (いっせきにちょう·0,5) = killing two birds with one stone; 化石 (かせき·0) = fossil, petrifaction, fossilization, fossilisation; 懐石料理 (かいせきりょうり·5) = tea-ceremony dishes, traditional Japanese meal brought in courses; 岩石 (がんせき·1) = rock",橋は石造りだ。,,橋(はし) は 石造り だ,口,"舌,邑,足"
昔,"once upon a time, antiquity, old times","セキ, シャク; むかし","一昔 (ひとむかし·2,3) = ages, long time, decade, the past ten years; 昔 (むかし·0) = olden days, former; 昔風 (むかしふう·0) = old fashioned; 昔話 (むかしばなし·4) = folklore, legend; 大昔 (おおむかし·3) = great antiquity, old-fashioned, long ago",昔はよかった。,,昔 は 良い,｜ 一 二 日,"普,措,惜"
席,"seat, mat, occasion, place",セキ; むしろ,"一席 (いっせき·0) = sitting, feast, speech; 宴席 (えんせき·0) = banquet, dinner party; 会席 (かいせき·0) = meeting place, seats for the public, restaurant dinner; 寄席 (よせ·0) = musical hall, vaudeville; 議席 (ぎせき·0) = parliamentary seat",満席です。,,満席 です,巾 广 一 凵,"凹,庁,希"
税,"tax, duty",ゼイ,"印税 (いんぜい·0) = royalty (on book); 課税 (かぜい·0) = taxation; 間接税 (かんせつぜい·4) = indirect tax; 関税 (かんぜい·0) = customs, duty, tariff; 減税 (げんぜい·0) = tax reduction",税込みですよ。,,税込み です よ,禾 口 并 儿,"豆,和,閲"
静,quiet,"セイ, ジョウ; しず-, しず.か, しず.まる, しず.める","安静 (あんせい·0) = rest; 閑静 (かんせい·1) = quiet (eg neighbourhood, neighborhood); 寝静まる (ねしずまる·4) = to fall asleep; 静か (しずか·1) = quiet, peaceful; 静けさ (しずけさ·3) = stillness, silence, hush, calm, serenity",静かに！,,静かに,月 青 土 亅 亠 勹 ヨ 二,"彗,靖,請"
製,"made in..., manufacture",セイ,"官製 (かんせい·0) = government-manufactured; 既製 (きせい·0) = ready-made, off the shelf; 既製服 (きせいふく·2) = ready-made clothes; 作製 (さくせい·0) = manufacture; 手製 (てせい·0) = handmade",あの絵は複製です。,,彼の(あの) 絵 は 複製 です,衣 刈 牛 巾 亠,"裂,衣,亡"
精,"refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill","セイ, ショウ, シヤウ","高精度 (こうせいど) = high precision; 受精卵 (じゅせいらん·2) = fertilized eggs, fertilised eggs; 水精 (すいしょう·1) = crystal; 精 (せい·1) = spirit; 精鋭 (せいえい·0) = elite, picked, powerful, efficient",彼女は筆不精だ。,,彼女 は 筆不精 だ,月 青 土 二 米 亠,"靖,請,清"
清,"pure, purify, cleanse, exorcise, Manchu dynasty","セイ, ショウ, シン; きよ.い, きよ.まる, きよ.める","血清 (けっせい·0) = serum; 粛清 (しゅくせい·0) = (political) purge; 清ます (すます·2) = to clear, to make clear, to be unruffled, to look unconcerned, to look demure, to look prim, to put on airs; 清む (すむ·1) = to clear (eg weather), to become transparent; 清い (きよい·2) = clear, pure, noble",君の手は清潔ですか。,,君(きみ) 手 は 清潔 ですか,月 汁 青 土 二 亠,"靖,請,精"
晴,clear up,"セイ; は.れる, は.れ, は.れ-, -ば.れ, は.らす","快晴 (かいせい·0) = good weather; 気晴し (きばらし·0) = recreation, diversion; 見晴らし (みはらし·0) = view; 五月晴れ (さつきばれ·0) = early-summer fine weather (during rainy season); 晴らす (はらす·2) = to dispel, to clear away, to refresh (oneself)",晴れそうだ。,,晴れる そう だ,月 青 土 二 日 亠,"靖,請,精"
星,"star, spot, dot, mark","セイ, ショウ; ほし, -ぼし","衛星 (えいせい·0) = satellite; 火星 (かせい·0) = Mars (planet); 巨星 (きょせい·0) = giant star, great man, big-shot; 暁星 (ぎょうせい·0) = morning star, Venus, rarity; 恒星 (こうせい·0) = fixed star",図星ですか？,,図星 ですか,生 日,"晶,昌,香"
整,"organize, arranging, tune, tone, meter, key (music)","セイ; ととの.える, ととの.う","修整 (しゅうせい·0) = adjustment, retouching (in photography); 整形 (せいけい·0) = orthopedics, plastic surgery, cosmetic surgery, smoothing (bursty traffic, etc.); 整形外科 (せいけいげか·5) = orthopaedic surgery, plastic surgery; 整合 (せいごう·0) = adjustment, coordination, integration, conformity; 整然 (せいぜん·0) = orderly, regular, systematic, well-organized, well-organised, trim, tidy, accurate",髪を整えないと。,,髪 を 整える 無いと,｜ 一 口 止 木 攵 乞,"疎,政,柾"
政,"politics, government","セイ, ショウ; まつりごと, まん","悪政 (あくせい·0) = misgovernment; 圧政 (あっせい·0) = power politics, political pressure, despotic administration; 為政者 (いせいしゃ·2) = statesman; 院政 (いんせい·0) = government by cloistered emperors; 王政 (おうせい·0) = monarchy, imperial rule",政府打倒。,,政府 打倒,一 止 攵 乞,"整,竹,肇"
成,"turn into, become, get, grow, elapse, reach","セイ, ジョウ; な.る, な.す, -な.す","化成 (かせい·0) = change, transformation; 完成 (かんせい·0) = complete, completion, perfection, accomplishment; 既成 (きせい·0) = established, completed, existing; 既成事実 (きせいじじつ·4) = established fact; 京成 (けいせい) = train line Tokyo - Narita",大賛成です。,,大賛成 です,ノ 戈,"誠,茂,盛"
性,"sex, gender, nature","セイ, ショウ; さが","悪性 (あくせい·0) = malignancy, virulence, malignant (cancer), pernicious (anemia, anaemia); 異性 (いせい·0,1) = the opposite sex; 陰性 (いんせい·0) = negative; 可燃性 (かねんせい·0) = combustibility",仮性近視です。,,仮性近視 です,生 忙,"牲,星,惟"
姓,surname,"セイ, ショウ","旧姓 (きゅうせい·0) = one's former (maiden) name; 姓 (せい·1) = surname, family name; 姓名 (せいめい·1) = full name; 同姓 (どうせい·0) = same surname; 百姓 (ひゃくしょう·3) = farmer, peasant",彼の両親はお百姓でした。,,彼(かれ) 両親 は 御(お) 百姓(ひゃくしょう) です,女 生,"要,牲,星"
勢,"forces, energy, military strength","セイ, ゼイ; いきお.い, はずみ","伊勢丹 (いせたん) = Isetan (department store); 威勢 (いせい·0) = power, might, authority; 運勢 (うんせい·1) = luck; 加勢 (かせい·0) = assistance, backing, reinforcements; 火勢 (かせい·0) = force of flames",情勢は絶望だ。,,情勢 は 絶望 だ,土 力 丶 儿 九,"熱,丸,圭"
制,"system, law, rule",セイ,"王制 (おうせい·0) = monarchical system; 管制 (かんせい·0) = control; 管制塔 (かんせいとう·0) = control tower; 規制 (きせい·0) = regulation, (traffic) policing; 旧制 (きゅうせい·0) = old system, old order",制御できない。,,制御 出来る,ノ 刈 牛 巾 二,"邦,製,刑"
数,"number, strength, fate, law, figures","スウ, ス, サク, ソク, シュ; かず, かぞ.える, しばしば, せ.める, わずらわ.しい","員数 (いんずう·3) = numbers of members (things, people); 過半数 (かはんすう·2,4) = majority; 画数 (かくすう·3) = stroke count; 回数 (かいすう·3) = number of times, frequency, count; 回数券 (かいすうけん·3) = book of tickets",反対投票多数。,,反対 投票 多数,女 米 攵 夂 乞,"竹,牧,楼"
吹,"blow, breathe, puff, emit, smoke",スイ; ふ.く,"吹かす (ふかす·2) = to smoke (a cigarette), to behave as .., to accelerate, to rev up; 吹き込む (ふきこむ·3,0) = to blow into, to breathe into, to inspire, to lay down a recording (music, video, etc.), to indoctrinate",吹雪が続いた。,,吹雪 が 続く,欠 口,"諮,舌,石"
震,"quake, shake, tremble, quiver, shiver","シン; ふる.う, ふる.える","強震 (きょうしん·0) = severe earthquake; 軽震 (けいしん·0) = weak earthquake; 弱震 (じゃくしん·0) = mild earthquake; 身震い (みぶるい·2) = shivering, trembling, shuddering",私は地震が怖い。,,私(わたし) は 地震 が 怖い,衣 雨 辰 厂,"辰,辱,振"
針,"needle, pin, staple, stinger",シン; はり,"検針 (けんしん·0) = inspection of a meter; 指針 (ししん·0) = compass needle (cursor), guideline, pointer; 針 (はり·1) = needle, fish hook, pointer, hand (eg clock), staple (for a stapler); 針金 (はりがね·0) = wire; 針路 (しんろ·1) = course, direction, compass bearing",彼は針で指を刺した。,,彼(かれ) は 針 で(#2028980) 指 を 刺す,金 十,"汁,鎮,隼"
辛,"spicy, bitter, hot, acrid","シン; から.い, つら.い, -づら.い, かのと","香辛料 (こうしんりょう·3) = spices; 辛い (からい·2) = hot (spicy), salty, tough (on someone), adverse, harsh; 辛うじて (かろうじて·0,2) = barely, narrowly, just manage to do st; 辛苦 (しんく·1) = hardship, toil, trouble; 辛酸 (しんさん·0) = hardships, privation",時差ボケで辛い。,,時差ぼけ で(#2028980) 辛い(つらい),十 立,"章,汁,梓"
身,"somebody, person, one's station in life",シン; み,"一身 (いっしん·3) = oneself, one's own interests, throughout the body; 一身上 (いっしんじょう·0) = personal (affairs); 黄身 (きみ·0) = egg yolk; 化身 (けしん·0) = incarnation, impersonation, personification; 我が身 (わがみ·1) = myself, oneself",独身ですか。,,独身 ですか,,
臣,"retainer, subject","シン, ジン","家臣 (かしん·1) = vassal, retainer; 国務大臣 (こくむだいじん·4) = Minister of State; 重臣 (じゅうしん·0) = chief vassal, senior statesman; 総理大臣 (そうりだいじん·4) = Prime Minister; 大臣 (だいじん·1) = cabinet minister",彼は大臣を辞めた。,,彼(かれ) は 大臣 を 辞める,匚,"巨,枢,匹"
神,"gods, mind, soul","シン, ジン; かみ, かん-, こう-","運動神経 (うんどうしんけい·5) = motor nerves, reflexes; 神輿 (みこし·0,1) = portable shrine (carried in festivals); 交感神経 (こうかんしんけい·5) = sympathetic nerves; 祭神 (さいしん·0) = enshrined deity; 阪神 (はんしん·1) = Osaka-Kobe",神はそうする。,,神(かみ) は 然う 為る(する),｜ 日 礼 田,"申,甲,由"
申,"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac","シン; もう.す, もう.し-, さる","上申 (じょうしん·0) = report to a superior; 申 (さる·1) = ninth sign of Chinese zodiac (The Monkey, 3p.m.-5p.m., west-southwest, July); 申込む (もうしこむ·4,0) = to apply for, to make an application, to propose (marriage), to offer (mediation), to make an overture (of peace), to challenge, to lodge (objections), to request (an interview), to subscribe for, to book, to reserve; 申し子 (もうしご·3,0) = heaven-sent child (in answer to a Shinto or Buddhist prayer)",鈴木と申します。,,と 申す,｜ 日 田,"甲,由,迪"
深,"deep, heighten, intensify, strengthen","シン; ふか.い, -ぶか.い, ふか.まる, ふか.める, み-","奥深い (おくぶかい·4) = profound, deep; 興味深い (きょうみぶかい·5) = very interesting, of great interest; 根深い (ねぶかい·3) = deep-rooted, ingrained; 深い (ふかい·2) = deep, profound, thick, close; 深まる (ふかまる·3) = to deepen, to heighten, to intensify",この湖は深い。,,此の 湖(みずうみ) は 深い,汁 木 儿 冖,"探,滞,洸"
寝,"lie down, sleep, rest, bed, remain unsold","シン; ね.る, ね.かす, い.ぬ, みたまや, や.める","就寝 (しゅうしん·0) = going to bed, retiring; 寝かす (ねかす·0) = to put to sleep, to lay (something) on its side; 寝かせる (ねかせる·0) = to put to bed, to lay down, to ferment; 寝そべる (ねそべる·3) = to sprawl, to lie sprawled",彼は寝た。,,彼(かれ) は 寝る,ヨ 又 冖 宀 爿,"浸,侵,皮"
信,"faith, truth, fidelity, trust",シン,"威信 (いしん·0) = dignity; 音信 (いんしん·0) = correspondence, news, letter, tidings; 過信 (かしん·0) = trusting too much, overestimating ability; 外信 (がいしん·0) = external communication; 確信 (かくしん·0) = conviction, confidence",信号は青だ。,,信号 は 青 だ,化 言,"談,訪,記"
伸,"expand, stretch, extend, lengthen, increase","シン; の.びる, の.ばす, の.べる, の.す","屈伸 (くっしん·0) = elasticity; 伸 (のし) = an iron; 伸びやか (のびやか·2) = comfortable, carefree; 伸び伸び (のびのび·3) = feeling at ease, carefree; 伸び悩む (のびなやむ·4,0) = to be sluggish (business)",追伸愛してます。,,追伸 愛する,｜ 化 日 田,"申,甲,由"
触,"contact, touch, feel, hit, proclaim, announce, conflict","ショク; ふ.れる, さわ.る, さわ","一触即発 (いっしょくそくはつ·0) = critical (touch and go) situation, explosive situation; 感触 (かんしょく·0) = sense of touch, feeling, sensation; 手触り (てざわり·2) = feel, touch; 触る (さわる·0) = to touch, to feel; 触れ合う (ふれあう·3) = to come into contact with, to touch (each other)",触るな！,,触る,角 虫,"蛮,蚊,虹"
職,"post, employment, work","ショク, ソク","汚職 (おしょく·0) = corruption; 解職 (かいしょく·0) = discharge, dismissal; 官職 (かんしょく·0,1) = government service; 管理職 (かんりしょく·3) = management; 休職 (きゅうしょく·0) = temporary retirement, suspension from office",彼は辞職した。,,彼(かれ) は 辞職 為る(する),音 耳 日 立 戈,"識,織,章"
植,plant,"ショク; う.える, う.わる","移植 (いしょく·0) = transplanting, porting, implantation, engrafting; 誤植 (ごしょく·0) = misprint; 写植 (しゃしょく·0) = phototypesetting; 植える (うえる·0) = to plant, to grow; 植樹 (しょくじゅ·0) = tree-planting",植物が生える。,,植物 が 生える,十 木 目,"槙,相,汁"
蒸,"steam, heat, sultry, foment, get musty","ジョウ, セイ; む.す, む.れる, む.らす","蒸し暑い (むしあつい·4) = humid, sultry; 蒸し返す (むしかえす·3,0) = to reheat, to steam over, to bring up again, to take up again a problem that has been dealt with; 蒸す (むす·1) = to steam, to poultice, to be sultry; 蒸気 (じょうき·1) = steam, vapour, vapor; 蒸発 (じょうはつ·0) = evaporation, unexplained disappearance",水は蒸気に変わる。,,水(みず) は 蒸気 に 変わる,ノ 一 亅 杰 艾,"才,丞,了"
畳,"tatami mat, counter for tatami mats, fold, shut up, do away with","ジョウ, チョウ; たた.む, たたみ, かさ.なる",四畳半 (よじょうはん·2) = 4.5 tatami mats; 畳 (たたみ·0) = tatami mat (Japanese straw floor coverings); 石畳 (いしだたみ·3) = stone paving; 畳敷 (たたみじき·0) = tatami-matted,ケンは毛布を二つに畳んだ。,,は 毛布 を 二つ に 畳む,一 田 冖,"恵,福,異"
状,"status quo, conditions, circumstances, form, appearance",ジョウ,"委任状 (いにんじょう·0) = commission, proxy; 異状 (いじょう·0) = something wrong, accident, change, abnormality, aberration; 液状 (えきじょう·0) = liquid state; 賀状 (がじょう·0) = new year's card; 冠状 (かんじょう·0) = coronary",難しい状況です。,,難しい 状況 です,犬 爿,"壮,北,伏"
条,"article, clause, item, stripe, streak","ジョウ, チョウ, デキ; えだ, すじ","悪条件 (あくじょうけん·3) = unfavorable conditions, unfavourable conditions; 一条 (いちじょう·2) = streak, matter, quotation; 金科玉条 (きんかぎょくじょう·1) = golden rule; 条件 (じょうけん·3) = condition(s), term(s), requirement(s); 条件付き (じょうけんつき·0) = conditionally, with conditions attached",条件を決める。,,条件 を 決める,木 夂 攵,"格,柊,枚"
情,"feelings, emotion, passion, sympathy, circumstances, facts","ジョウ, セイ; なさ.け","愛情 (あいじょう·0) = love, affection; 温情 (おんじょう·0) = warm heart, kindliness; 感情 (かんじょう·0) = emotion(s), feeling(s), sentiment; 苦情 (くじょう·0) = complaint, troubles, objection; 激情 (げきじょう·0) = violent emotion, passion, fury",彼に同情した。,,彼(かれ) に 同情 為る(する),月 青 土 二 忙 亠,"靖,請,精"
常,"usual, ordinary, normal, regular","ジョウ; つね, とこ-","異常 (いじょう·0) = strangeness, abnormality, disorder; 恒常 (こうじょう·0) = constancy; 常 (とこ·0) = ever, endless; 常に (つねに·1) = always, constantly; 常軌 (じょうき·1) = proper course, beaten track",彼は非常識だ。,,彼(かれ) は 非常識 だ,巾 口 尚 冖,"掌,営,党"
城,castle,ジョウ; しろ,"牙城 (がじょう·0) = stronghold, inner citadel; 開城 (かいじょう·0) = capitulation (of fort); 宮城 (きゅうじょう·0) = Imperial Palace; 傾城 (けいせい·0) = beauty, siren, courtesan, prostitute; 古城 (こじょう·0,1) = old castle, old fortress",あの城は美しい。,,彼の(あの) 城(しろ) は 美しい,ノ 土 戈,"成,圭,載"
賞,"prize, reward, praise",ショウ; ほ.める,"観賞 (かんしょう·0) = admiration, enjoyment; 鑑賞 (かんしょう·0) = appreciation (eg of art), aesthetic sense; 激賞 (げきしょう·0) = enthusiastic praise; 懸賞 (けんしょう·0) = offering prizes, winning, reward; 受賞 (じゅしょう·0) = winning (a prize)",賞は彼の手に。,,賞 は 彼(かれ) の 手 に,貝 目 ハ 口 尚 冖,"償,唄,買"
象,"elephant, pattern after, imitate, image, shape, sign (of the times)","ショウ, ゾウ; かたど.る","印象 (いんしょう·0) = impression; 印象的 (いんしょうてき·0) = impressive; 印象派 (いんしょうは·0) = Impressionists; 気象 (きしょう·0) = weather, climate; 気象学 (きしょうがく·2) = meteorology",象は鼻が長い。,,象(ぞう) は 鼻 が 長い,勹 豕 口 一,"像,号,啄"
紹,"introduce, inherit, help",ショウ,"自己紹介 (じこしょうかい·3) = self-introduction; 紹介 (しょうかい·0) = introduction, referral; 紹介状 (しょうかいじょう·0,3) = letter of introduction",紹介ありがとう。,,紹介 有り難う,口 糸 幺 小 刀,"緯,絹,絡"
笑,laugh,"ショウ; わら.う, え.む","一笑 (いっしょう·0) = laugh, smile; 可笑しい (おかしい·3) = strange, funny, amusing, ridiculous; 苦笑 (くしょう·0) = bitter smile; 苦笑い (にがわらい·3) = bitter smile; 失笑 (しっしょう·0) = laughter at an inappropriate time, sarcastic laughter, snigger",彼は笑った。,,彼(かれ) は 笑う,禾 竹 大 乞,"竹,筆,笹"
章,"badge, chapter, composition, poem, design",ショウ,"印章 (いんしょう·0) = stamp, seal; 楽章 (がくしょう·0) = (musical) movement; 記章 (きしょう·0) = medal, badge, insignia; 勲章 (くんしょう·0) = decoration, order, medal; 憲章 (けんしょう·0) = charter",彼は文章がうまい。,,彼(かれ) は 文章 が 上手い,音 十 日 立,"障,彰,辛"
省,"focus, government ministry, conserve","セイ, ショウ; かえり.みる, はぶ.く","運輸省 (うんゆしょう·3) = Ministry of Transport; 外務省 (がいむしょう·3) = Department of Foreign Affairs; 帰省 (きせい·0) = homecoming, returning home; 省みる (かえりみる·4) = to look back (e.g. over shoulder or at the past), to turn around, to review, to reflect, to reconsider; 厚生省 (こうせいしょう·3) = Ministry of Health and Welfare",この単語を省きなさい。,,此の 単語 を 省く 為さい,ノ 小 目,"少,懸,頻"
